lori_nnp shane_nnp stay_vb away_rb i_prp family_nn shane_nnp ok_nnp lori_nnp go_vbz talk_vb shane_nnp wtf_nnp lori_nnp,anger
just_rb know_vb fucker_nns post_vb new_jj year_nn new_jj i_prp post_vb next_jj day_nns get_vbg punch_vbn throat_nn,anger
respect_nn i_prp ._. i_prp respect_vbp ._. disrespect_vb i_prp ,_, fuck_vb ._.,anger
i_prp hate_vbp just_rb let_vb receiver_nns run_vbp free_jj like_in tf_nn,anger
just_rb wait_vb till_in trust_nn i_prp nothing_nn really_rb besides_in canada_nnp thats_rb just_rb stupid_jj,anger
fuck_vb shit_nn put_vbp i_prp,anger
fuck_vbg kid_vbg man_nns,anger
wrong_jj ,_, take_vbp everything_nn i_prp make_vbp slam_nn yeah_jj pretty_rb talent_vbd,anger
bitch_nnp get_vbd something_nn ,_, ya_prp better_rb go_vbp ahead_rb just_rb,anger
?_. kyle_nn think_vbz shit_nn bc_nn see_vbg taylor_nn swift_nn like_in tf_nn ?_. take_vb i_prp ?_. damn_rb straight_jj shit_nn,anger
donot_nnp know_vb i_prp hate_vbp job_nn ,_, life_nn ,_, uterus_nn,anger
swear_nn i_prp hate_vbp everybody_nn !_.,anger
get_vb kinda_nn annoyed_jj ppl_nn like_in oh_uh no_dt dan_nn hasnt_nn tweet_vbn day_nn must_md depress_vbn like_in maybe_rb just_rb fun_nn,anger
u.s._nnp agency_nns ignore_vbp thousand_nns suggestion_nns cut_vb waste_nn ,_, stop_vb fraud_nn,anger
bitch_nns need_vbp get_vb teach_vbn lesson_nns ._.,anger
deny_vbn clear_jj penalty_nn cesc_nnp ._. referee_nn woeful_jj today_nn ._.,anger
hate_nn u_fw wan_fw na_to talk_vb something_nn bother_vbz u_nn feel_vbp like_in youve_nn already_rb talk_vbd much_rb,anger
really_rb get_vbd ta_nn ask_vb chick_nn wrong_jj time_nns actually_rb tell_vbp ._.,anger
us_nnp flag_nn bikini_nn not_rb disrespectful_jj hijab_nn everyone_nn outrageous.oh_nnp double_jj standard_nns,anger
i_prp i_prp no_dt skip_vbz hour_nn playback_jj reset_nn no_dt reason_nn i_prp no_dt skip_nns ._. wasnot_nnp worth_in ._.,anger
break_vbd heart_nn ,_, not_rb i_prp ,_, i_prp talk_vbn ?_.,anger
eww_vb someone_nn deep_jj rooted_jj issue_nns ._. ._. fuck_vb emily_nnp doesnot_nn need_vb hate_nn way_nn fab_vb youbye_nn,anger
certainly_rb offend_vbz one_nns i_prp know_vbp ._.,anger
mom_nn talk_vbg shit_nn i_prp phone_nn,anger
family_nn hate_vbg justin_nnp call_vbg terrible_jj person_nn ._. theyre_nnp talk_vbg pe_vbg bucket_nn ,_, dui_nnp ,_, etc_fw ugh_fw,anger
i_prp hate_vbp tell_vbp i_prp stuff_vb ex_nn suppose_vbn feel_vb type_nn way_nn .._: i_prp dont_vbp care_nnp,anger
farmer_nns commit_vbn suicide_nn last_jj hour_nns vidharba_nn region_nn government_nn busy_jj celebrate_vbg good_jj governance_nn day_nn shameless_jj,anger
chill_nn ur_nn shit_nn u_nn snapback_nn ur_nn avi_nn u_fw bad_jj bitch_nn !_.,anger
fuck_vb ima_nns i_prp ._.,anger
fact_nn u_fw either_cc accept_vb god_nn not_rb powerful_jj one_cd sick_jj fuck_nn god_nn not_rb exist_vb,anger
take_vbz much_rb datum_nns phone_nn,anger
donot_nn get_vb pll_nn link_vbp ask_vb twitter_nn no_dt need_nn ,_, opinion_nn,anger
ill_nnp tear_vb apart_rb ._.,anger
get_vb i_prp !_. twitterafterdark_nnp chaturbate_nnp selfie_nnp nsfw_nnp porn_nn sex_nn,anger
higher_jjr order_nn nonhuman_jj life_nn form_nns just_rb additional_jj government_nn lie_vbz scheme_nns ._. just_rb like_in disappear_vbg airplane_nns fuel_nn cost_nn ._.,anger
disappointment_nn year_nn year_nn ?_. happen_vbz want_vbp cleveland_nnp browns_nnps win_vb,anger
i_prp donot_vbp need_md anyone_nn doesnot_vbp need_vb i_prp,anger
wifus_nns slower_jjr skitla_nn football_nn pitch_nn man_nn seriously_rb,anger
?_. sorry_jj doesnot_nn mean_vb shit_nn i_prp anymore_rb,anger
i_prp cash_nn just_rb stupid_jj prick_vb i_prp lift_vbd without_in think_vbg,anger
fool_vb i_prp three_cd time_nns fuck_vbp peace_nn sign_nns ._. load_nn choppa_nn let_vb rain_vb ._.,anger
?_. backseat_nn bitch_nns like_in ?_. ?_. mf_nn i_prp ma_fw car_nn,anger
fuck_vb no_dt ,_, i_prp ainot_vbp get_vbd not_rb one_cd damn_nn call_nn yo_fw ass_fw,anger
see_vbp i_prp rollin_vb !_. hatin_vbp !_.,anger
canot_vbp i_prp donot_vbp need_vb i_prp,anger
well_rb ,_, movie_nn yes_rb fake_jj !_. good_jj job_nn buddy_nn ?_. fake_jj coaching_nn job_nn,anger
bitch_nn talk_vbg ah_vbp boss_nn live_vbp fay_nn bitch_nn donot_vbd matter_nn u_fw stay_vb u_fw live_vbg bitch_nn great_jj,anger
worse_jjr no_dt thank_vb mr_nnp negative_jj i_prp negative_jj king_nn hoof_nn ball_nn god_nnp fuck_vbg no_dt,anger
i_prp really_rb burn_vb house_nn ground_nn !_. snapchat_nnp i_prp twista_vbp big_jj ah_nn mf_nn,anger
kid_nn white_jj wouldnot_vbp give_vb shit_nn ._.,anger
nfl_nnp ref_nn donot_vbp give_vb makeup_nn call_nns ,_, every_dt call_nn suppose_vbn right_jj theres_rb no_dt need_nn ._. horse_nn shit_nn ._.,anger
i_prp piss_vbn someone_nn take_vbd cheap_jj shot_nn i_prp,anger
c_nn fuckin_jj notice_nns big_jj account_nns famous_jj nothing_nn piss_vbz i_prp ._.,anger
i_prp hate_vbp wait_vbg,anger
i_prp donot_vbp get_vb along_in bitch_nns get_vbd boyfriend_nns,anger
i_prp hate_vbp dumb_jj shit_nn ._. !_. donot_vbp state_nn like_vb team_nn da_nn hell_nn,anger
apparently_rb havenot_nn watch_vbd dline_nnp sheardmingo_nnp enough_rb year_nn ._. unfortunately_rb ,_, i_prp ._.,anger
?_. i_prp hate_vbp fact_nn hand_nns always_rb cold_jj ?!_in,anger
hell_nn ref_nns ?!?_vbp like_in penalty_nns play_nn !_. straight_vb hate_vbg odb_nnp ._. odellbeckham_nnp nygiants_nnps,anger
damn_jj twiter_nn give_vb i_prp headache_nn .._: dnt_fw know_vbp shit_nn,anger
sext_nn let_vbz talk_nn dumbledore_nn fucking_jj dick_nn harry_vb,anger
instead_rb waste_vbg money_nn shit_nn like_in make_vbg homeless_jj shelter_nns ,_, really_rb,anger
i_prp hate_vbp assumption_nns anything_nn ,_, wan_vbp na_to know_vb something_nn me_nnp ,_, ask_nnp me_nnp ,_, donot_nnp just_rb assume_vb worst_jjs,anger
yall_nn argue_vbg ?_. carter_nnp not_rb worth_jj argue_vbg i_prp,anger
mom_nn talk_vbg shit_nn i_prp phone_nn,anger
attack_nns come_vbd planet_nn earth_nnp ._. know_vbp country_nn earth_nnp ?_. north_nnp korea_nnp,anger
one_cd word_nn back_rb ._. fuck_nnp ._.,anger
wait_vb since_in football_nn guy_nn sport_nn donot_vbp know_vb theyre_rb talk_vbg ?_. oh_uh ok_jj whatever_wdt fuck_vb,anger
iphone_nnp users_nnp hate_nnp shit_nnp ._. make_vbg i_prp sound_vb excited_jj shit_nn,anger
keep_vb foot_nn throat_nns yall_vbp .._:,anger
self_nn make_vbd person_nn ,_, i_prp never_vbp ask_vbn favor_nn,anger
last_jj night_nn wouldnot_vbp even_rb talk_vb i_prp text_nn back_rb ._. fuck_vb,anger
smh_nn thirsty_jj ass_nn hoe_nns ask_vbg free_jj follow_vbz offer_vbn,anger
lie_vbd i_prp,anger
merrill_nnp reese_nnp ?_. i_prp dont_vbp ._. understand_vb ._. ._. ._. not_rb penalty_nn ._. ._. ._. rule_nns ._. ,_, canot_vbp take_vb helmet_nn ._.,anger
r.i.p_nn bank_nn account_nn fuck_vb ima_nn come_vbn school_nn flexing_nn nigga_nns ._.,anger
._. ._. i_prp see_vbp shit_nnp piss_vb i_prp ._. ._. no_rb longer_rb get_vb reaction_nn outta_nn i_prp !_.,anger
think_vbp ive_nnp warped_jj sense_nn humour_nn ._. seriously_rb !_. twitter_nnp .._: even_rb sound_vbz like_in internet_nns reality_nn,anger
also_rb kill_vb character_nns beacause_vb cool_jj x_nn -lrb-_-lrb-,anger
shutup_nn sleep_nn,anger
donot_nnp get_vb mad_jj i_prp cause_vb youu_nnp donot_nn like_in me_nn !_. sound_vbp personal_jj ._. nothing_nn i_prp ?_.,anger
send_vb kelce_nnp got_nnp damn_nnp end_nnp zone_nnp reid_nnp ._. shit_nnp !_.,anger
i_prp ship_vbp rani_nnp enzo_nnp hes_nnp not_rb touch_vbg man_nn !_.,anger
i_prp ship_vbp us_nnp so_nnp bad_nnp omfg_nnp,anger
i_prp donot_vbp time_nn attitude_nn,anger
wait_vbg reply_nn tf_nn forget_vbd tf_vbp i_prp .._:,anger
keep_vb sob_vbp shit_nn ,_, not_rb like_in i_prp ever_rb need_vbd ._.,anger
?_. i_prp get_vbd question_nn .._: stick_vbd ex_fw u_nn phone_nn ?_. hmm_nnp ?_. hmm?say_nn ddat_nn !_.,anger
donot_nnp fuck_nn i_prp ,_, donot_jj fuck_nn i_prp,anger
u_nn sound_nn like_in bitch_nn -lrb-_-lrb- x_nn,anger
worst_jjs behavior_nn !_. drakes_nnps dad_nn tip_nn,anger
yeah_uh bitch_nn ._. yeah_uh bitch_nn call_vb i_prp steveo_nn ._. ?_.,anger
know_vbp i_prp know_vb ainot_nn feng_nn shui_nn,anger
lol_nn nigga_nn not_rb put_vbg shit_nn u_nn cause_nn not_rb ur_nn team_nn ._. ._. plus_cc nigga_vbz prob_nn wonot_nn make_vbp nfc_nn championship_nn,anger
like_in make_vbp i_prp wonder_vb society_nn,anger
find_vbp strength_nn within_in ,_, hard_jj allow_vb type_nn b_nns around_in ._. i_prp refuse_vbp,anger
someone_nn create_vbd fake_jj account_nn dedicate_vbn shit_vb talk_vbg potato_nn,anger
u_nn create_vbd nd_nn best_jjs suite_nn u_nn just_rb gon_vbg na_to abandon_vb ?_. lmao_nn u_vbd true_jj definition_nn nigger_nn,anger
ref_nns terrible_jj today_nn ._. mail_vbn week_nn ._.,anger
piss_vbg i_prp honestly_rb best_jjs plan_nn ?_. i_prp think_vbd smarter_rbr ._. look_vbg sl_nns ._. ?_.,anger
ffs_nnp internet_nn dreadful_jj !_. not_rb allow_vbg work_nn laptop_nn connect_vb wifi_nnp !_. fixup_nn,anger
mike_nnp mccoy_nnp fucking_jj joke_nn river_nns first_jj half_nn pass_vbg attempt_nns ._. like_in fucking_jj god_nn,anger
choose_vb lie_vbn ?_. mindblow_vbg,anger
?_. believe_vbp dangerous_jj wonot_fw anything_nn,anger
ever_rb invite_vbp house_nn lol_nn no_dt,anger
give_vbg i_prp kik_nns shit_nn ._. ._. i_prp donot_vbp want_vb yall_nn ._. ._. tf_nn ?_. i_prp want_vbp i_prp get_vbd kik_nn already_rb ._. ._.,anger
polanski_nnp allen_nnp appreciate_vbn art_nn despite_in crime_nns ghomeshi_nnp cosby_nnp theyre_rb white_jj ._. fight_vb i_prp ._.,anger
auntie_nn throw_vb fit_jj anytime_rb want_vbz no_dt one_nn tell_vbz shit_nn ._.,anger
scare_vbd take_vb chance_nn fuck_nn go_vbd get_vb rich_jj,anger
i_prp delete_vbd app_nn,anger
mil_nn always_rb send_vbp i_prp wife_nn home_nn argue_vbg ._.,anger
love_vbp fuck_vb conscience_nn,anger
nah_nnp bitch_nn ._.,anger
sister_nn need_vbz stop_vb try_vbg like_in mom_nn .._:,anger
shut_vbn sound_vb like_in typical_jj browns_nnps fan_nn .._: expect_vb now_rb,anger
well_uh i_prp guess_vbp not_rb playoff_nns think_vbp ish_nn funny_jj,anger
back_rb fucking_jj work_nn go_vb morning_nn longage_nn,anger
nation_nns poverty_nn low_jj pay_nn isnot_nn cause_vbn immigrant_nns ._. cause_vbn greed_nn govt_nn pandering_nn wealthiest_jjs,anger
i_prp care_vbp want_vb life_nn biggest_jjs lie_nn ever_rb ._.,anger
make_vb case_nn remove_vbg helmet_nn ?_. moron_nn ._.,anger
i_prp hate_vbp somebody_nn keep_vb play_vbg feeling_nns ._.,anger
ppl_nn text_nn i_prp damn_jj annoying_jj bro_nn damn_nn,anger
type_nns sos_nn fan_nns first_rb one_cd outside_jj second_jj one_cd oh_uh shit_nn never_rb mind_nn,anger
raven_nns ,_, least_jjs ,_, flubb_vbd fourthdown_jj try_nn joe_nnp flacco_nnp fumble_vbd end_nn half_nn,anger
i_prp regret_vbp support_vbg amaechi_nnp become_vb gov_nn odili_nn former_jj governor_nn rivers_nnp state_nnp ,_, dr_nnp ?_.,anger
ughh_nnp i_prp hate_vbp,anger
americans_nnps need_vbp less_jjr tolerant_jj ?_. enough_nnp political_jj correctness_nn ,_, cultural_jj marxist_jj garbage_nn ?_.,anger
,_, tomorrow_nn i_prp spam_vb,anger
miss_vb i_prp i_prp miss_vbp much_jj bullshit_nn,anger
bark_vbg nonsyrian_nns keep_vb spew_vbg opinion_nn syria_nnp ._. always_rb ,_, irrelevant_jj ._.,anger
regulator_nns blind_nnp rule_nns,anger
fuck_nn cheer_nns bud_nn ._. ill_nnp need_vbp tip_vb room_nn upside_rb x_cc,anger
right_rb person_nn ,_, wrong_jj time_nn ._. i_prp hate_vbp ._.,anger
?_. no_dt way_nn i_prp surround_vb around_in woman_nns no_dt substance_nn ._. donot_vbp want_vb anything_nn,anger
._. ._. chill_nn try_vbg drag_vb i_prp not_rb work_vbg pathetic_jj af_nn carter_nn cheat_vbn like_in,anger
not_rb funny_jj joke_nn dans_jj sense_nn humour_nn donot_nn mean_vb !_.,anger
i_prp hate_vbp find_vbp like_vbp ._. another_dt ethnic_jj group_nn swear_vbp foreign_jj smh_nn stop_nn,anger
lesson_nn great_jj anyone_nn doesnot_vbp agree_vbp isnot_nn unbiased_jj ,_, honest_jj person_nn ,_, hater_nn ._. always_rb ._.,anger
text_vb mum_nnp get_vbg new_jj phone_nn ?_. next_jj thing_nn i_prp know_vbp ,_, call_vbz i_prp .._: oh_uh i_prp didnot_vbp mean_vb call_vb ._. not_rb well_rb ,_, ._.,anger
gettin_vb shit_nn come_vbg back_rb choke_vbg not_rb make_vbg playoff_nns,anger
donot_nnp ask_vb i_prp shit_nn ,_, i_prp canot_vbp ask_vb,anger
parent_nn didnt_nn give_vb easily_rb give_vbp love_nn !_. hell_nn go_vbg kid_nns day_nns ?_.,anger
piss_vbd,anger
jonathan?s_nnp govt_nn irresponsible_jj poor_jj management_nn resource_nns ,_, bane_nn nation_nns economy_nn go_vbp ._. another_dt countyr_nn,anger
.._: like_vbz make_vb i_prp angry_jj ._.,anger
so_nnp one_cd direction_nnp ever_nnp gon_nnp na_nnp make_vb acoustic_nnp album_nnp,anger
may_md eat_vb booger_nns .._: chase_nnp daniel_nnp sure_rb throw_vb football_nn ._.,anger
i_prp baby_nn fever_nn .._: ._.,anger
brown_nns starter_jj quarterback_nn shaw_nnp ,_, browns_nnp get_vb rid_jj manziel_nnp suck_vbz ,_, manziel_nnp idiot_nn u_vb party_nn practice_nn,anger
wait_vb ,_, fox_nnp news_nnp actually_rb publish_vbg art_nn abt_nn farmer_nns mad_jj wonot_vbp able_jj take_vb advantage_nn slave_nn labor_nn frm_nn undocumented_jj ?_.,anger
dude_nn block_vb i_prp every_dt day_nn,anger
righteous_jj sincere_jj anger_nn wholesale_jj exclusion_nn woman_nns burn_vb million_cd hollywood_nnp sign_nns ._.,anger
gon_vbg na_to make_vb big_jj romantic_jj gesture_nn ?_. wait_vbg .._:,anxiety
abuse_nn i_prp go_vbp ._. ._.,anxiety
i_prp fuck_vbd,anxiety
i_prp canot_vbp stand_vb petty_jj female_nn,anxiety
not_rb sure_jj look_vb shea_nnp mcclellin_nnp tfl_nnp ._. right_rb place_nn right_jj time_nn plain_jj ol_nn lucky_jj ?_. bear_nns,anxiety
canot_nn wait_nn next_jj christmas_nns kung_jj fu_nn panda_nn come_vbz,anxiety
kenot_jj sleep_nn,anxiety
i_prp never_rb understand_vb person_nn close_rb u_nn speak_vb u_nn world_nn not_rb ur_nn face_nn ._.,anxiety
i_prp think_vbg vic_nnp beasley_nnp ._. no_dt guarantee_nn team_nns pick_vb either_cc ._.,anxiety
i_prp find_vb ,_, tell_vbp i_prp need_vbp ,_, tell_vbp i_prp set_vbp apart_rb,anxiety
rely_vbg endless_jj tissue_nns one_cd tree_nnp hill_nnp save_vb sick_jj ass_nn ._.,anxiety
i_prp turn_vb back_rp time_nn ,_, ?_.,anxiety
dress_vbg like_in ima_nnp run_vbp ex_fw ._.,anxiety
not_rb good_jj term_nns december_nnp leave_vbn,anxiety
feel_vb like_in go_vbg blow_vb,anxiety
i_prp canot_vbp not_rb go_vbg nowhere_rb another_dt female_nn just_rb not_rb female_nn someone_nn i_prp love_vbp someone_nn i_prp like_nnp ?_.,anxiety
someone_vbz always_rb knock_vbg door_nn,anxiety
hi_uh back_rb tell_vb ur_nn mom_nn hi_uh hehe_vbp not_rb sure_jj canot_fw choose_vb gray_jj grey_jj,anxiety
lol_nn time_nns i_prp just_rb want_vbp stop_vb care_vbg everything_nn everyone_nn know_vbg i_prp i_prp couldnot_vbp ._.,anxiety
i_prp confused_jj sec_nn i_prp forget_vbd password_nn,anxiety
killa_nn look_vbg forward_rb leave_vbg year_nn past_jj man_nn let_vbz hope_nn go_vbn help_vb,anxiety
i_prp go_vbg crazy_jj try_vbg find_vb phone_nn .._: i_prp think_vbd ive_nnp lose_vbd phone_nn ever_rb thanks_nns give_vbg phone_nn back_rb ,_, cheril_nnp,anxiety
not_rb fall_vb asleep_rb life_nn i_prp ._. anyone_nn suggestion_nns,anxiety
i_prp see_vbp actice_nn twitter_nnp ,_, i_prp just_rb wait_vbg notice_vb,anxiety
best_jjs sign_nn half_nn marathon_nn better_rbr hurry_vb !_. kick_vb !_. boltup_nn,anxiety
many_jj heartbreak_nns year_nn palestine_nnp ,_, peshawar_nnp ,_, iraq_nnp ,_, kashmir_nnp ,_, syria_nnp ,_, sydney_nnp ,_, malaysia_nnp ,_, indonesia_nnp ._. planet_nn need_vbz refresh_jj button_nn,anxiety
hit_vb follow_vb limit_nn tomorrow_nn,anxiety
issue_nn theism_nn theres_rb no_dt way_nn distinguish_vb theistic_jj activity_nn background_nn noise_nn ,_, deity_nn pointless_jj ,_, impotent_jj complexity_nn,anxiety
shes_nnp sit_vbg next_jj i_prp,anxiety
ask_vb hn_nnp manageorganize_vb information_nn knowledge_nn life_nn ?_.,anxiety
wait_vbg jug_nn come_vb,anxiety
go_vbg doctor_nn tomorrow_nn get_vb lungshandseverything_nn check_vbd old_jj man_nn sucks_nnp,anxiety
i_prp need_vbp get_vb level_nn,anxiety
luck_nn ill_nnp either_cc work_nn new_nnp year_nns eve_nnp work_vb early_jj new_jj year_nns day_nn,anxiety
i_prp work_nn tomorrow_nn nah_nn ?_.,anxiety
canot_nn go_vb sleep_vb must_md keep_vb foot_nn pedal_nn ._. dalvswas_nn,anxiety
pray_vbg better_jjr year_nns ahead_rb i_prp,anxiety
please_vb pick_nnp me_nnp !_.,anxiety
i_prp feel_vbp like_in get_vbg old_jj ,_, look_vb like_in year_nn old_jj now_rb theyre_rb look_vb ?_.,anxiety
relationship_nn hold_vb standard_nns ._. canot_vbp okay_jj something_nn,anxiety
michaela_nnp need_vbz get_vb come_vb get_vb i_prp asap_rb ._.,anxiety
minseok_nn smth_jj every_dt member_nn since_in not_rb particularly_rb close_jj anybody_nn jongdae_nn tho_nn,anxiety
code_nn orange_nn orlando_nnp last_jj night_nn .._:,anxiety
i_prp need_vbp ask_vb friend_nn ._. play_vbd like_in competition_nn ._. get_vbz highest_jjs level_nn first_rb ?_.,anxiety
rclmilliongiveaway_nn really_rb want_vbp win_vb bc_nn i_prp live_vbp salvador_nnp really_rb expensive_jj i_prp just_rb cant_jj afford_vb one_cd,anxiety
canot_nnp sign_nn social_jj club_nn,anxiety
i_prp close_rb ?_.,anxiety
mom_nn i_prp decide_vbd take_vb selfie_nn elephant_nns start_vbd make_vbg noise_nns ._. ._.,anxiety
sis_nn ignore_vb ,_, lot_nns u_nn ,_, joke_nn,anxiety
niggas_nnps die_vbg everyday_jj ,_, momma_nns cry_vbg every_dt night_nn ._. lord_nnp donot_nn make_vb i_prp pull_vb first_rb ._.,anxiety
really_rb need_vb get_vb phone_nn hour_nns road_nn ahead_rb i_prp,anxiety
just_rb try_vbg make_vb day_nn,anxiety
